product_id,product_category,sales,price,vendor_id,pet_size,pet_type,rating,re_buy
4398,Equipment,"$187,000",123.36,VC_963,medium,dog,1,1
4971,Equipment,"$48,000",185.96,VC_1536,medium,bird,6,0
4604,Accessory,"$193,000",125.79,VC_1169,large,dog,10,0
4939,Snack,"$143,000",16.0,VC_1504,medium,cat,6,0
4964,Toys,"$56,000",219.87,VC_1529,small,fish,6,0
4546,Medicine,"$112,000",207.45,VC_1111,extra_large,dog,10,1
4501,Toys,"$21,000",93.28,VC_1066,extra_large,cat,4,1
4791,Equipment,"$82,000",192.28,VC_1356,medium,cat,7,1
4772,Toys,"$57,000",171.95,VC_1337,small,dog,7,1
4540,Snack,"$177,000",8.97,VC_1105,extra_small,dog,10,1
4372,Grooming,"$227,000",6.24,VC_937,small,dog,9,0
4349,Supplements,"$189,000",120.24,VC_914,large,cat,5,0
4256,Clothes,"$46,000",38.95,VC_821,extra_large,dog,8,1
4691,Supplements,"$44,000",241.92,VC_1256,extra_large,cat,10,0
4866,Equipment,"$99,000",230.82,VC_1431,small,dog,6,1
4892,Toys,"$224,000",17.16,VC_1457,small,dog,6,0
4449,Grooming,"$38,000",132.74,VC_1014,large,cat,5,0
4612,Medicine,"$139,000",207.87,VC_1177,small,dog,10,0
4972,Snack,"$85,000",84.82,VC_1537,small,fish,6,0
4784,Toys,"$148,000",178.24,VC_1349,small,dog,7,1
4272,Supplements,"$191,000",163.07,VC_837,small,bird,5,0
4306,Grooming,"$224,000",140.57,VC_871,extra_large,rabbit,8,1
4193,Toys,"$51,000",244.39,VC_758,medium,fish,6,1
4893,Equipment,"$101,000",138.93,VC_1458,medium,cat,6,0
4658,Grooming,"$92,000",177.15,VC_1223,medium,dog,10,1
4251,Grooming,"$67,000",116.05,VC_816,extra_large,cat,5,0
4350,Grooming,"$60,000",108.84,VC_915,extra_small,dog,2,0
4462,Food,"$27,000",66.51,VC_1027,small,dog,3,1
4367,Bedding,"$62,000",20.27,VC_932,small,cat,7,0
4229,Grooming,"$76,000",140.72,VC_794,large,fish,10,0
4905,Equipment,"$177,000",187.46,VC_1470,medium,cat,6,0
4805,Toys,"$25,000",119.38,VC_1370,medium,cat,2,1
4686,Food,"$181,000",108.46,VC_1251,extra_large,dog,10,1
4497,Equipment,"$186,000",63.3,VC_1062,small,cat,7,0
4692,Food,"$119,000",187.97,VC_1257,small,dog,10,0
4635,Supplements,"$51,000",108.19,VC_1200,extra_small,cat,10,1
4308,Food,"$42,000",192.32,VC_873,medium,bird,10,0
4573,Snack,"$27,000",158.86,VC_1138,medium,cat,10,0
4336,Toys,"$6,000",72.55,VC_901,extra_large,dog,2,1
4843,Snack,"$130,000",113.44,VC_1408,medium,cat,1,1
4510,Bedding,"$211,000",173.95,VC_1075,extra_small,dog,9,1
4835,Toys,"$108,000",233.68,VC_1400,medium,cat,2,1
4459,Supplements,"$126,000",51.74,VC_1024,large,cat,6,1
4445,Housing,"$100,000",235.16,VC_1010,extra_small,cat,7,1
4689,Food,"$199,000",31.1,VC_1254,large,cat,10,1
4637,Accessory,"$217,000",172.51,VC_1202,small,cat,10,1
4299,Equipment,"$77,000",57.2,VC_864,large,cat,10,1
4376,Equipment,"$50,000",176.49,VC_941,extra_large,dog,8,0
4473,Food,"$110,000",45.94,VC_1038,medium,cat,5,0
4722,Food,"$21,000",133.43,VC_1287,small,dog,10,1
4718,Supplements,"$47,000",99.78,VC_1283,small,dog,10,0
4659,Accessory,"$208,000",179.87,VC_1224,large,cat,10,1
4943,Toys,"$124,000",72.85,VC_1508,medium,cat,6,0
4324,Housing,"$125,000",133.86,VC_889,large,dog,4,0
4340,Accessory,"$229,000",18.51,VC_905,extra_small,dog,6,0
4517,Food,"$124,000",133.35,VC_1082,small,cat,9,0
4598,Bedding,"$10,000",70.07,VC_1163,medium,dog,10,1
4207,Grooming,"$61,000",110.33,VC_772,small,hamster,5,1
4295,Grooming,"$138,000",64.71,VC_860,extra_small,fish,1,0
4458,Medicine,"$34,000",93.6,VC_1023,medium,dog,3,1
4322,Clothes,"$161,000",142.28,VC_887,small,dog,4,0
5019,Equipment,"$142,000",142.62,VC_1584,medium,bird,6,1
4499,Bedding,"$40,000",110.73,VC_1064,large,cat,4,0
4507,Snack,"$223,000",108.93,VC_1072,small,cat,2,0
4758,Food,"$76,000",229.02,VC_1323,small,dog,7,1
4393,Supplements,"$16,000",140.83,VC_958,medium,cat,5,0
4651,Equipment,"$156,000",159.35,VC_1216,extra_large,cat,10,1
5011,Snack,"$7,000",231.67,VC_1576,medium,bird,6,0
5006,Toys,"$9,000",177.79,VC_1571,small,fish,6,0
4657,Supplements,"$62,000",196.72,VC_1222,small,cat,10,0
4751,Supplements,"$68,000",11.97,VC_1316,medium,cat,7,1
4979,Toys,"$76,000",107.73,VC_1544,medium,bird,6,0
4669,Grooming,"$78,000",242.35,VC_1234,large,cat,10,1
4886,Toys,"$11,000",113.74,VC_1451,small,dog,6,0
4704,Food,"$5,000",247.25,VC_1269,large,dog,10,0
4773,Equipment,"$27,000",239.46,VC_1338,medium,cat,7,0
4815,Equipment,"$18,000",93.31,VC_1380,medium,cat,2,1
4802,Toys,"$66,000",103.82,VC_1367,small,dog,7,1
4644,Toys,"$217,000",66.3,VC_1209,large,dog,10,0
4257,Bedding,"$91,000",148.41,VC_822,small,cat,10,1
4471,Grooming,"$216,000",189.11,VC_1036,extra_large,cat,9,0
4896,Equipment,"$5,000",223.35,VC_1461,small,dog,6,0
4180,Bedding,"$195,000",207.05,VC_745,extra_small,rabbit,1,1
4172,Medicine,"$210,000",154.05,VC_737,small,dog,5,0
4249,Medicine,"$56,000",165.8,VC_814,large,hamster,9,1
4841,Toys,"$78,000",163.71,VC_1406,medium,cat,1,1
4226,Toys,"$11,000",166.24,VC_791,extra_large,dog,3,0
4548,Grooming,"$138,000",197.9,VC_1113,medium,dog,10,1
4472,Accessory,"$28,000",1.52,VC_1037,small,dog,4,0
4212,Clothes,"$196,000",240.34,VC_777,small,bird,6,1
4572,Food,"$49,000",119.17,VC_1137,small,dog,10,1
4422,Bedding,"$194,000",107.26,VC_987,small,dog,2,1
5002,Snack,"$43,000",59.41,VC_1567,small,fish,6,0
4479,Toys,"$194,000",207.91,VC_1044,large,cat,4,1
4209,Food,"$192,000",14.99,VC_774,large,cat,6,0
4785,Equipment,"$142,000",78.56,VC_1350,medium,cat,7,1
4969,Snack,"$66,000",147.81,VC_1534,medium,bird,6,0
4974,Equipment,"$125,000",4.59,VC_1539,small,fish,6,0
4578,Toys,"$208,000",165.62,VC_1143,medium,dog,10,1
4703,Supplements,"$87,000",44.37,VC_1268,medium,cat,10,1
4859,Toys,"$220,000",240.14,VC_1424,medium,cat,1,1
4903,Snack,"$63,000",157.04,VC_1468,medium,cat,6,0
4900,Snack,"$168,000",238.43,VC_1465,small,dog,6,0
4355,Clothes,"$221,000",154.05,VC_920,extra_small,cat,10,0
4633,Toys,"$5,000",228.6,VC_1198,medium,cat,10,1
4589,Toys,"$57,000",232.7,VC_1154,large,cat,10,1
5038,Snack,"$14,000",82.85,VC_1603,small,fish,7,1
5050,Snack,"$150,000",178.82,VC_1615,small,fish,7,1
5010,Equipment,"$224,000",31.47,VC_1575,small,fish,6,0
4390,Housing,"$120,000",4.41,VC_955,extra_small,dog,5,1
4247,Housing,"$160,000",116.6,VC_812,small,fish,6,1
4834,Snack,"$38,000",217.63,VC_1399,small,dog,2,1
4908,Equipment,"$46,000",243.63,VC_1473,small,dog,6,0
4417,Accessory,"$68,000",166.89,VC_982,small,cat,4,0
4252,Accessory,"$177,000",209.31,VC_817,small,rabbit,8,1
4608,Clothes,"$56,000",6.49,VC_1173,medium,dog,10,1
4488,Bedding,"$201,000",203.48,VC_1053,medium,dog,8,0
5009,Toys,"$174,000",12.05,VC_1574,medium,bird,6,0
4586,Clothes,"$208,000",158.0,VC_1151,extra_large,dog,10,0
5027,Toys,"$41,000",30.06,VC_1592,medium,bird,6,1
4833,Equipment,"$68,000",139.39,VC_1398,medium,cat,2,1
4277,Equipment,"$8,000",104.51,VC_842,small,fish,8,0
5026,Snack,"$77,000",46.32,VC_1591,small,fish,6,1
4675,Bedding,"$159,000",141.41,VC_1240,extra_small,cat,10,0
4347,Toys,"$13,000",235.0,VC_912,small,cat,10,1
4346,Housing,"$22,000",68.67,VC_911,extra_large,dog,8,0
4313,Housing,"$45,000",143.53,VC_878,medium,cat,8,0
4918,Snack,"$81,000",248.94,VC_1483,small,dog,6,0
4241,Accessory,"$81,000",197.73,VC_806,extra_large,fish,4,0
4529,Snack,"$58,000",30.17,VC_1094,large,cat,8,0
4928,Toys,"$200,000",220.43,VC_1493,small,dog,6,0
4470,Supplements,"$186,000",104.84,VC_1035,extra_small,dog,2,1
4523,Toys,"$64,000",215.46,VC_1088,medium,cat,8,0
4484,Food,"$95,000",7.58,VC_1049,large,dog,1,0
4415,Supplements,"$25,000",54.4,VC_980,extra_small,cat,9,1
4798,Snack,"$160,000",40.09,VC_1363,small,dog,7,0
4549,Accessory,"$184,000",165.35,VC_1114,large,cat,10,1
4423,Housing,"$179,000",219.87,VC_988,medium,cat,4,1
4418,Food,"$88,000",27.66,VC_983,medium,dog,10,1
4359,Medicine,"$85,000",178.79,VC_924,large,cat,3,1
4465,Clothes,"$40,000",9.2,VC_1030,extra_small,cat,5,1
4854,Equipment,"$54,000",131.34,VC_1419,small,dog,1,1
4993,Snack,"$29,000",100.87,VC_1558,medium,bird,6,0
4601,Medicine,"$172,000",206.52,VC_1166,extra_large,cat,10,0
4620,Bedding,"$199,000",13.51,VC_1185,extra_small,dog,10,1
4994,Toys,"$109,000",71.37,VC_1559,small,fish,6,0
5005,Snack,"$197,000",19.72,VC_1570,medium,bird,6,0
4330,Food,"$33,000",100.8,VC_895,extra_small,dog,4,0
4532,Bedding,"$67,000",204.96,VC_1097,small,dog,3,0
4366,Clothes,"$124,000",243.2,VC_931,extra_large,dog,7,1
4746,Food,"$42,000",143.58,VC_1311,small,dog,7,1
4907,Toys,"$97,000",29.7,VC_1472,medium,cat,6,0
4524,Medicine,"$154,000",95.29,VC_1089,large,dog,5,0
4992,Equipment,"$12,000",82.9,VC_1557,small,fish,6,0
4656,Medicine,"$115,000",183.81,VC_1221,extra_large,dog,10,1
4842,Equipment,"$199,000",14.55,VC_1407,small,dog,1,1
4460,Grooming,"$200,000",61.07,VC_1025,extra_small,dog,3,1
4968,Equipment,"$123,000",199.5,VC_1533,small,fish,6,0
4553,Clothes,"$110,000",47.52,VC_1118,medium,cat,10,1
4438,Grooming,"$76,000",34.37,VC_1003,medium,dog,7,0
4365,Equipment,"$179,000",207.27,VC_930,extra_small,cat,9,1
4274,Accessory,"$218,000",192.39,VC_839,large,dog,8,0
4715,Supplements,"$196,000",37.13,VC_1280,medium,cat,10,0
4559,Grooming,"$175,000",108.71,VC_1124,large,cat,10,0
4223,Clothes,"$193,000",165.78,VC_788,medium,fish,3,0
4202,Bedding,"$170,000",48.96,VC_767,small,dog,7,0
4210,Snack,"$148,000",206.76,VC_775,extra_small,rabbit,10,0
5037,Equipment,"$157,000",0.35,VC_1602,medium,bird,7,1
4889,Toys,"$127,000",184.29,VC_1454,medium,cat,6,0
4399,Clothes,"$219,000",61.8,VC_964,large,cat,10,0
4621,Housing,"$181,000",56.88,VC_1186,extra_large,cat,10,1
4395,Accessory,"$173,000",190.63,VC_960,extra_small,cat,3,0
4357,Housing,"$31,000",104.73,VC_922,small,cat,3,1
5016,Equipment,"$159,000",163.92,VC_1581,small,fish,6,1
4605,Food,"$76,000",231.82,VC_1170,extra_small,cat,10,0
4832,Toys,"$50,000",148.86,VC_1397,small,dog,2,1
4392,Medicine,"$149,000",94.22,VC_957,small,dog,4,1
4824,Equipment,"$135,000",31.72,VC_1389,small,dog,2,1
4672,Snack,"$29,000",155.51,VC_1237,small,dog,10,0
5046,Equipment,"$216,000",204.04,VC_1611,small,fish,7,1
4221,Snack,"$110,000",120.08,VC_786,extra_large,cat,1,0
4800,Equipment,"$112,000",56.71,VC_1365,small,dog,7,1
5034,Equipment,"$161,000",222.95,VC_1599,small,fish,7,1
4840,Snack,"$150,000",227.11,VC_1405,small,dog,1,1
4480,Medicine,"$48,000",169.39,VC_1045,extra_small,dog,5,1
4332,Equipment,"$203,000",52.03,VC_897,small,dog,9,1
4930,Snack,"$37,000",62.8,VC_1495,small,dog,6,0
4985,Toys,"$84,000",87.88,VC_1550,medium,bird,6,0
4804,Snack,"$203,000",193.74,VC_1369,small,dog,7,1
5022,Equipment,"$212,000",248.59,VC_1587,small,fish,6,1
4667,Medicine,"$172,000",216.7,VC_1232,small,cat,10,0
4436,Medicine,"$71,000",77.3,VC_1001,extra_large,dog,6,1
4982,Toys,"$207,000",120.35,VC_1547,small,fish,6,0
4560,Accessory,"$29,000",245.15,VC_1125,extra_small,dog,10,1
4262,Grooming,"$90,000",247.9,VC_827,small,dog,6,1
4383,Grooming,"$189,000",200.72,VC_948,medium,cat,1,0
4591,Supplements,"$167,000",53.57,VC_1156,extra_large,cat,10,1
4847,Toys,"$116,000",109.16,VC_1412,medium,cat,1,1
4690,Medicine,"$36,000",129.05,VC_1255,extra_small,dog,10,0
4320,Snack,"$5,000",94.51,VC_885,extra_small,dog,8,0
4781,Toys,"$172,000",108.77,VC_1346,medium,cat,7,0
4878,Equipment,"$9,000",40.21,VC_1443,small,dog,6,0
4304,Medicine,"$177,000",48.1,VC_869,large,dog,2,1
4706,Supplements,"$17,000",14.44,VC_1271,small,dog,10,0
4764,Food,"$135,000",157.65,VC_1329,small,dog,7,1
4862,Toys,"$134,000",249.7,VC_1427,small,dog,1,1
4378,Bedding,"$54,000",152.2,VC_943,medium,dog,10,1
4631,Bedding,"$54,000",192.93,VC_1196,extra_large,cat,10,1
5024,Toys,"$218,000",178.31,VC_1589,small,fish,6,1
4402,Toys,"$19,000",12.22,VC_967,small,dog,8,0
4263,Accessory,"$184,000",208.32,VC_828,medium,cat,4,1
4345,Bedding,"$93,000",41.18,VC_910,extra_small,cat,1,0
4867,Snack,"$215,000",217.74,VC_1432,medium,cat,6,0
4996,Snack,"$209,000",225.1,VC_1561,small,fish,6,0
4584,Snack,"$154,000",183.22,VC_1149,large,dog,10,1
4780,Snack,"$67,000",140.3,VC_1345,small,dog,7,1
4917,Equipment,"$74,000",56.81,VC_1482,medium,cat,6,0
4642,Bedding,"$36,000",138.11,VC_1207,small,dog,10,1
4424,Toys,"$87,000",208.06,VC_989,large,dog,7,0
4403,Medicine,"$207,000",220.95,VC_968,medium,cat,5,1
4196,Grooming,"$121,000",76.5,VC_761,extra_large,dog,1,1
4381,Medicine,"$26,000",98.75,VC_946,extra_large,cat,8,1
4734,Food,"$14,000",229.48,VC_1299,small,dog,7,1
4978,Snack,"$102,000",113.89,VC_1543,small,fish,6,0
4386,Snack,"$197,000",217.07,VC_951,extra_large,dog,9,0
4643,Housing,"$26,000",246.14,VC_1208,medium,cat,10,0
4344,Clothes,"$33,000",121.08,VC_909,large,dog,5,0
4505,Accessory,"$109,000",8.98,VC_1070,extra_small,cat,10,0
4956,Equipment,"$173,000",12.28,VC_1521,small,dog,6,0
4876,Snack,"$92,000",201.59,VC_1441,small,dog,6,0
4467,Housing,"$169,000",237.13,VC_1032,small,cat,2,0
5041,Snack,"$179,000",244.8,VC_1606,medium,bird,7,1
4816,Snack,"$189,000",70.9,VC_1381,small,dog,2,1
4736,Supplements,"$131,000",156.18,VC_1301,small,dog,7,1
4920,Equipment,"$89,000",12.56,VC_1485,small,dog,6,0
4666,Toys,"$41,000",58.51,VC_1231,extra_large,dog,10,0
4186,Accessory,"$144,000",89.14,VC_751,extra_large,rabbit,5,1
4352,Food,"$192,000",44.5,VC_917,small,dog,8,0
4973,Toys,"$196,000",120.26,VC_1538,medium,bird,6,0
4912,Snack,"$177,000",153.88,VC_1477,small,dog,6,0
4957,Snack,"$35,000",122.41,VC_1522,medium,cat,6,0
4925,Toys,"$189,000",30.26,VC_1490,medium,cat,6,0
4425,Medicine,"$105,000",139.75,VC_990,extra_small,cat,3,1
4440,Food,"$81,000",70.13,VC_1005,extra_small,dog,6,0
4948,Snack,"$221,000",94.25,VC_1513,small,dog,6,0
4739,Supplements,"$75,000",27.66,VC_1304,medium,cat,7,0
4297,Food,"$80,000",180.75,VC_862,small,hamster,5,0
4430,Snack,"$229,000",66.4,VC_995,extra_small,dog,6,1
4901,Toys,"$46,000",117.58,VC_1466,medium,cat,6,0
4701,Food,"$14,000",140.93,VC_1266,extra_large,cat,10,1
4250,Supplements,"$68,000",130.14,VC_815,extra_small,dog,2,1
4205,Medicine,"$156,000",12.05,VC_770,extra_small,fish,1,0
4747,Medicine,"$102,000",95.59,VC_1312,medium,cat,7,1
4487,Clothes,"$38,000",237.99,VC_1052,small,cat,4,0
4579,Medicine,"$205,000",190.33,VC_1144,large,cat,10,0
4397,Snack,"$201,000",156.14,VC_962,small,cat,9,0
5013,Equipment,"$223,000",191.52,VC_1578,medium,bird,6,0
4699,Medicine,"$173,000",102.06,VC_1264,large,cat,10,0
4695,Food,"$173,000",228.63,VC_1260,extra_small,cat,10,1
4569,Supplements,"$190,000",149.34,VC_1134,large,cat,10,0
4311,Clothes,"$180,000",140.66,VC_876,extra_large,cat,9,1
4536,Supplements,"$140,000",77.41,VC_1101,extra_large,dog,1,0
4388,Clothes,"$189,000",161.54,VC_953,medium,dog,2,0
4455,Bedding,"$198,000",238.81,VC_1020,extra_small,cat,9,0
4924,Snack,"$121,000",113.71,VC_1489,small,dog,6,0
4404,Supplements,"$57,000",82.69,VC_969,large,dog,6,1
4564,Clothes,"$195,000",67.52,VC_1129,large,dog,10,1
4552,Equipment,"$29,000",199.77,VC_1117,small,dog,10,1
4749,Food,"$229,000",192.15,VC_1314,medium,cat,7,1
4325,Toys,"$79,000",129.0,VC_890,extra_small,cat,3,0
4625,Grooming,"$185,000",150.23,VC_1190,extra_small,cat,10,1
4294,Supplements,"$43,000",14.6,VC_859,large,rabbit,3,0
4265,Snack,"$99,000",203.67,VC_830,extra_small,fish,10,0
4808,Toys,"$118,000",229.59,VC_1373,small,dog,2,1
4641,Clothes,"$47,000",100.1,VC_1206,extra_large,cat,10,0
4554,Bedding,"$107,000",104.75,VC_1119,large,dog,10,0
4776,Equipment,"$170,000",235.5,VC_1341,small,dog,7,1
4909,Snack,"$210,000",212.54,VC_1474,medium,cat,6,0
4267,Clothes,"$69,000",79.99,VC_832,small,hamster,9,0
4997,Toys,"$220,000",176.38,VC_1562,medium,bird,6,0
4853,Toys,"$136,000",170.26,VC_1418,medium,cat,1,1
4495,Food,"$159,000",36.02,VC_1060,extra_small,cat,4,0
4407,Food,"$177,000",133.57,VC_972,small,cat,3,1
4234,Clothes,"$19,000",30.25,VC_799,large,rabbit,7,1
4989,Equipment,"$126,000",234.17,VC_1554,medium,bird,6,0
4291,Housing,"$72,000",39.05,VC_856,extra_large,hamster,7,0
4733,Supplements,"$82,000",64.32,VC_1298,medium,cat,7,0
4927,Snack,"$114,000",61.09,VC_1492,medium,cat,6,0
4949,Toys,"$217,000",10.28,VC_1514,medium,cat,6,0
4343,Equipment,"$212,000",129.84,VC_908,medium,cat,10,1
4999,Snack,"$27,000",146.93,VC_1564,medium,bird,6,0
4243,Snack,"$76,000",174.07,VC_808,medium,hamster,8,0
4783,Snack,"$162,000",224.12,VC_1348,medium,cat,7,1
4664,Bedding,"$34,000",199.15,VC_1229,large,dog,10,1
4850,Toys,"$54,000",171.85,VC_1415,small,dog,1,1
